[Mon May 11 12:46:58 AEST 2026] [baseline] starting

================================================================================
HYBRID BASELINE-DAGGER PIPELINE
================================================================================
[12:46:58] [bo-hybrid] baseline_only root: /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only

--------------------------------------------------------------------------------
PHASE 1: LAYOUTS
--------------------------------------------------------------------------------
[layout-sampler] wrote 200 layouts -> /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/heldout_layouts.yaml
[layout-sampler] wrote 40 layouts -> /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/correction_layouts.yaml

--------------------------------------------------------------------------------
PHASE 2: INITIAL DEMO COLLECTION
--------------------------------------------------------------------------------
[12:46:59] [bo-hybrid] $ /home/s226137394/.conda/envs/maze/bin/python -u -m Equivariant_pathway.collect_demos --layouts /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/training_layouts.yaml --demo_dir /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/demos --num_demos 20 --seed 0
[eq-collect] 20 layouts in /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/training_layouts.yaml
[eq-collect] saved demo_multimodal_heldout_001_1778468131706.json  (layout 1/20, start=[0, 2], goal=[2, 4], fires=[[0, 4], [3, 4], [4, 0]])
[eq-collect] saved demo_multimodal_heldout_002_1778467661643.json  (layout 2/20, start=[3, 4], goal=[0, 0], fires=[[1, 2], [1, 3], [4, 3]])
[eq-collect] saved demo_multimodal_heldout_003_1778467796076.json  (layout 3/20, start=[4, 4], goal=[1, 2], fires=[[0, 1], [1, 0], [2, 3]])
[eq-collect] saved demo_multimodal_heldout_004_1778468270334.json  (layout 4/20, start=[2, 0], goal=[4, 3], fires=[[1, 4], [3, 2], [3, 3]])
[eq-collect] saved demo_multimodal_heldout_005_1778468227656.json  (layout 5/20, start=[2, 0], goal=[4, 2], fires=[[0, 1], [0, 4], [4, 4]])
[eq-collect] saved demo_multimodal_heldout_006_1778468591850.json  (layout 6/20, start=[2, 1], goal=[1, 4], fires=[[0, 4], [2, 2], [4, 0]])
[eq-collect] saved demo_multimodal_heldout_007_1778468350697.json  (layout 7/20, start=[4, 3], goal=[1, 4], fires=[[0, 1], [2, 4], [4, 1]])
[eq-collect] saved demo_multimodal_heldout_008_1778468164914.json  (layout 8/20, start=[0, 3], goal=[4, 2], fires=[[0, 0], [0, 4], [4, 1]])
[eq-collect] saved demo_multimodal_heldout_009_1778468556466.json  (layout 9/20, start=[1, 2], goal=[4, 0], fires=[[0, 3], [3, 0], [3, 2]])
[eq-collect] saved demo_multimodal_heldout_010_1778468437358.json  (layout 10/20, start=[0, 1], goal=[2, 3], fires=[[1, 0], [1, 2], [4, 2]])
[eq-collect] saved demo_multimodal_heldout_011_1778468478997.json  (layout 11/20, start=[0, 4], goal=[3, 1], fires=[[0, 0], [0, 2], [0, 3]])
[eq-collect] saved demo_multimodal_heldout_012_1778468176038.json  (layout 12/20, start=[3, 3], goal=[1, 0], fires=[[2, 2], [2, 4], [3, 1]])
[eq-collect] saved demo_multimodal_heldout_013_1778468351485.json  (layout 13/20, start=[4, 4], goal=[0, 3], fires=[[2, 0], [2, 1], [4, 2]])
[eq-collect] saved demo_multimodal_heldout_014_1778468485115.json  (layout 14/20, start=[1, 0], goal=[3, 4], fires=[[1, 4], [2, 3], [4, 4]])
[eq-collect] saved demo_multimodal_heldout_015_1778467702460.json  (layout 15/20, start=[1, 2], goal=[4, 4], fires=[[1, 1], [3, 1], [3, 4]])
[eq-collect] saved demo_multimodal_heldout_016_1778467650485.json  (layout 16/20, start=[0, 2], goal=[4, 1], fires=[[0, 0], [0, 4], [3, 3]])
[eq-collect] saved demo_multimodal_heldout_017_1778467627628.json  (layout 17/20, start=[0, 2], goal=[4, 2], fires=[[1, 1], [1, 4], [3, 1]])
[eq-collect] saved demo_multimodal_heldout_018_1778467630650.json  (layout 18/20, start=[2, 4], goal=[4, 2], fires=[[1, 4], [2, 2], [3, 4]])
[eq-collect] saved demo_multimodal_heldout_019_1778468269644.json  (layout 19/20, start=[2, 4], goal=[4, 2], fires=[[2, 0], [4, 0], [4, 3]])
[eq-collect] saved demo_multimodal_heldout_020_1778468083472.json  (layout 20/20, start=[4, 4], goal=[0, 0], fires=[[2, 2], [4, 0], [4, 3]])
[eq-collect] DONE — wrote 20 demos -> /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/demos
[12:47:02] [bo-hybrid] final initial demo count: 20

--------------------------------------------------------------------------------
PHASE 3: INITIAL TRAINING
--------------------------------------------------------------------------------
[12:47:02] [bo-hybrid] $ /home/s226137394/.conda/envs/maze/bin/python -u -m Equivariant_pathway.equivariant_CNN_hybrid.train --demo_dir /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/demos --checkpoint_dir /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/checkpoints --epochs 500 --seed 0 --max_demos 20
[hybrid-train] device=cuda demo_dir=/vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/demos
[hybrid-dataset] 20 demos -> 99 samples
[hybrid-train] trainable params: 1,400,028
[hybrid-train] ep   1/500 | train loss=0.9054 top1=0.511 | val loss=1.0548 | t=0.6s  *
[hybrid-rollout] ep 154 (heldout_155): steps=60 success=False
[hybrid-rollout] ep 155 (heldout_156): steps=1 success=False
[hybrid-rollout] ep 156 (heldout_157): steps=2 success=False
[hybrid-rollout] ep 157 (heldout_158): steps=60 success=False
[hybrid-rollout] ep 158 (heldout_159): steps=60 success=False
[hybrid-rollout] ep 159 (heldout_160): steps=4 success=True
[hybrid-rollout] ep 160 (heldout_161): steps=60 success=False
[hybrid-rollout] ep 161 (heldout_162): steps=60 success=False
[hybrid-rollout] ep 162 (heldout_163): steps=4 success=True
[hybrid-rollout] ep 163 (heldout_164): steps=1 success=False
[hybrid-rollout] ep 164 (heldout_165): steps=60 success=False
[hybrid-rollout] ep 165 (heldout_166): steps=60 success=False
[hybrid-rollout] ep 166 (heldout_167): steps=60 success=False
[hybrid-rollout] ep 167 (heldout_168): steps=4 success=True
[hybrid-rollout] ep 168 (heldout_169): steps=6 success=True
[hybrid-rollout] ep 169 (heldout_170): steps=60 success=False
[hybrid-rollout] ep 170 (heldout_171): steps=1 success=False
[hybrid-rollout] ep 171 (heldout_172): steps=5 success=True
[hybrid-rollout] ep 172 (heldout_173): steps=1 success=False
[hybrid-rollout] ep 173 (heldout_174): steps=60 success=False
[hybrid-rollout] ep 174 (heldout_175): steps=6 success=True
[hybrid-rollout] ep 175 (heldout_176): steps=60 success=False
[hybrid-rollout] ep 176 (heldout_177): steps=60 success=False
[hybrid-rollout] ep 177 (heldout_178): steps=60 success=False
[hybrid-rollout] ep 178 (heldout_179): steps=4 success=True
[hybrid-rollout] ep 179 (heldout_180): steps=4 success=True
[hybrid-rollout] ep 180 (heldout_181): steps=4 success=False
[hybrid-rollout] ep 181 (heldout_182): steps=60 success=False
[hybrid-rollout] ep 182 (heldout_183): steps=5 success=True
[hybrid-rollout] ep 183 (heldout_184): steps=60 success=False
[hybrid-rollout] ep 184 (heldout_185): steps=4 success=True
[hybrid-rollout] ep 185 (heldout_186): steps=2 success=False
[hybrid-rollout] ep 186 (heldout_187): steps=2 success=False
[hybrid-rollout] ep 187 (heldout_188): steps=6 success=True
[hybrid-rollout] ep 188 (heldout_189): steps=4 success=True
[hybrid-rollout] ep 189 (heldout_190): steps=4 success=True
[hybrid-rollout] ep 190 (heldout_191): steps=60 success=False
[hybrid-rollout] ep 191 (heldout_192): steps=4 success=True
[hybrid-rollout] ep 192 (heldout_193): steps=60 success=False
[hybrid-rollout] ep 193 (heldout_194): steps=3 success=False
[hybrid-rollout] ep 194 (heldout_195): steps=60 success=False
[hybrid-rollout] ep 195 (heldout_196): steps=4 success=True
[hybrid-rollout] ep 196 (heldout_197): steps=60 success=False
[hybrid-rollout] ep 197 (heldout_198): steps=60 success=False
[hybrid-rollout] ep 198 (heldout_199): steps=60 success=False
[hybrid-rollout] ep 199 (heldout_200): steps=60 success=False
[hybrid-rollout] DONE successes=83/200

--------------------------------------------------------------------------------
PHASE 5: BASELINE DAGGER LOOP
--------------------------------------------------------------------------------

--------------------------------------------------------------------------------
ROUND 1
--------------------------------------------------------------------------------
[hybrid-dagger] 40 layouts; running 40 episodes
[hybrid-dagger] cumulative=10 >= 10; retraining
[hybrid-train] device=cuda demo_dir=/vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/demos
[hybrid-dataset] 30 demos -> 156 samples
[hybrid-train] trainable params: 1,400,028
[hybrid-train] ep   1/100 | train loss=0.9346 top1=0.369 | val loss=0.8969 | t=0.6s  *
[hybrid-train] ep   2/100 | train loss=0.9124 top1=0.440 | val loss=0.8970 | t=0.1s
[hybrid-train] ep   3/100 | train loss=0.9107 top1=0.390 | val loss=0.8995 | t=0.1s
[hybrid-train] ep   4/100 | train loss=0.9064 top1=0.390 | val loss=0.8967 | t=0.1s  *
[hybrid-train] ep   5/100 | train loss=0.9016 top1=0.596 | val loss=0.8959 | t=0.1s  *
[hybrid-train] ep   6/100 | train loss=0.9002 top1=0.397 | val loss=0.8955 | t=0.1s  *
[hybrid-train] ep   7/100 | train loss=0.8982 top1=0.397 | val loss=0.8937 | t=0.1s  *
[hybrid-train] ep   8/100 | train loss=0.8930 top1=0.411 | val loss=0.8892 | t=0.1s  *
[hybrid-train] ep   9/100 | train loss=0.8822 top1=0.539 | val loss=0.8827 | t=0.1s  *
[hybrid-train] ep  10/100 | train loss=0.8702 top1=0.539 | val loss=0.8763 | t=0.1s  *
[hybrid-train] ep  11/100 | train loss=0.8570 top1=0.518 | val loss=0.8663 | t=0.1s  *
[hybrid-train] ep  12/100 | train loss=0.8411 top1=0.582 | val loss=0.8563 | t=0.1s  *
[hybrid-train] ep  13/100 | train loss=0.8206 top1=0.589 | val loss=0.8393 | t=0.1s  *
[hybrid-train] ep  14/100 | train loss=0.8051 top1=0.638 | val loss=0.8255 | t=0.1s  *
[hybrid-train] ep  15/100 | train loss=0.7776 top1=0.766 | val loss=0.8057 | t=0.1s  *
[hybrid-train] ep  16/100 | train loss=0.7507 top1=0.702 | val loss=0.7971 | t=0.1s  *
[hybrid-train] ep  17/100 | train loss=0.7259 top1=0.624 | val loss=0.7672 | t=0.1s  *
[hybrid-train] ep  18/100 | train loss=0.6910 top1=0.773 | val loss=0.7405 | t=0.1s  *
[hybrid-train] ep  19/100 | train loss=0.6528 top1=0.915 | val loss=0.7215 | t=0.1s  *
[hybrid-train] ep  20/100 | train loss=0.6160 top1=0.837 | val loss=0.6959 | t=0.1s  *
[hybrid-train] ep  21/100 | train loss=0.5692 top1=0.844 | val loss=0.6503 | t=0.1s  *
[hybrid-train] ep  22/100 | train loss=0.5207 top1=0.936 | val loss=0.6071 | t=0.1s  *
[hybrid-train] ep  23/100 | train loss=0.4744 top1=0.986 | val loss=0.5518 | t=0.1s  *
[hybrid-train] ep  24/100 | train loss=0.4274 top1=0.972 | val loss=0.5523 | t=0.1s
[hybrid-train] ep  25/100 | train loss=0.3992 top1=0.908 | val loss=0.5033 | t=0.1s  *
[hybrid-train] ep  26/100 | train loss=0.3713 top1=0.943 | val loss=0.4955 | t=0.1s  *
[hybrid-train] ep  27/100 | train loss=0.3353 top1=0.972 | val loss=0.4535 | t=0.1s  *
[hybrid-train] ep  28/100 | train loss=0.3097 top1=0.972 | val loss=0.4373 | t=0.1s  *
[hybrid-train] ep  29/100 | train loss=0.2759 top1=0.993 | val loss=0.4131 | t=0.1s  *
[hybrid-train] ep  30/100 | train loss=0.2641 top1=0.993 | val loss=0.4109 | t=0.1s  *
[hybrid-train] ep  31/100 | train loss=0.2361 top1=0.979 | val loss=0.3676 | t=0.1s  *
[hybrid-train] ep  32/100 | train loss=0.2165 top1=0.993 | val loss=0.3595 | t=0.1s  *
[hybrid-train] ep  33/100 | train loss=0.1970 top1=0.993 | val loss=0.3517 | t=0.1s  *
[hybrid-train] ep  34/100 | train loss=0.1825 top1=1.000 | val loss=0.3400 | t=0.1s  *
[hybrid-train] ep  35/100 | train loss=0.1714 top1=1.000 | val loss=0.3333 | t=0.1s  *
[hybrid-train] ep  36/100 | train loss=0.1545 top1=0.993 | val loss=0.3193 | t=0.1s  *
[hybrid-train] ep  37/100 | train loss=0.1413 top1=1.000 | val loss=0.2772 | t=0.1s  *
[hybrid-train] ep  38/100 | train loss=0.1300 top1=1.000 | val loss=0.2937 | t=0.1s
[hybrid-train] ep  39/100 | train loss=0.1196 top1=1.000 | val loss=0.2782 | t=0.1s
[hybrid-train] ep  40/100 | train loss=0.1115 top1=1.000 | val loss=0.2641 | t=0.1s  *
[hybrid-train] ep  41/100 | train loss=0.0994 top1=1.000 | val loss=0.2774 | t=0.1s
[hybrid-train] ep  42/100 | train loss=0.0941 top1=1.000 | val loss=0.2500 | t=0.1s  *
[hybrid-train] ep  43/100 | train loss=0.0936 top1=1.000 | val loss=0.2597 | t=0.1s
[hybrid-train] ep  44/100 | train loss=0.0818 top1=1.000 | val loss=0.2648 | t=0.1s
[hybrid-train] ep  45/100 | train loss=0.0784 top1=1.000 | val loss=0.2406 | t=0.1s  *
[hybrid-train] ep  46/100 | train loss=0.0748 top1=1.000 | val loss=0.2157 | t=0.1s  *
[hybrid-train] ep  47/100 | train loss=0.0675 top1=1.000 | val loss=0.2176 | t=0.1s
[hybrid-train] ep  48/100 | train loss=0.0630 top1=1.000 | val loss=0.2328 | t=0.1s
[hybrid-train] ep  49/100 | train loss=0.0578 top1=1.000 | val loss=0.2243 | t=0.1s
[hybrid-train] ep  50/100 | train loss=0.0546 top1=1.000 | val loss=0.2277 | t=0.1s
[hybrid-train] ep  51/100 | train loss=0.0519 top1=1.000 | val loss=0.2094 | t=0.1s  *
[hybrid-train] ep  52/100 | train loss=0.0489 top1=1.000 | val loss=0.1875 | t=0.1s  *
[hybrid-train] ep  53/100 | train loss=0.0454 top1=1.000 | val loss=0.1944 | t=0.1s
[hybrid-train] ep  54/100 | train loss=0.0455 top1=1.000 | val loss=0.1904 | t=0.1s
[hybrid-train] ep  55/100 | train loss=0.0418 top1=1.000 | val loss=0.1834 | t=0.1s  *
[hybrid-train] ep  56/100 | train loss=0.0400 top1=1.000 | val loss=0.1922 | t=0.1s
[hybrid-train] ep  57/100 | train loss=0.0385 top1=1.000 | val loss=0.1778 | t=0.1s  *
[hybrid-train] ep  58/100 | train loss=0.0370 top1=1.000 | val loss=0.1823 | t=0.1s
[hybrid-train] ep  59/100 | train loss=0.0353 top1=1.000 | val loss=0.1799 | t=0.1s
[hybrid-train] ep  60/100 | train loss=0.0342 top1=1.000 | val loss=0.1686 | t=0.1s  *
[hybrid-train] ep  61/100 | train loss=0.0327 top1=1.000 | val loss=0.1755 | t=0.1s
[hybrid-train] ep  62/100 | train loss=0.0322 top1=1.000 | val loss=0.1677 | t=0.1s  *
[hybrid-train] ep  63/100 | train loss=0.0306 top1=1.000 | val loss=0.1665 | t=0.1s  *
[hybrid-train] ep  64/100 | train loss=0.0313 top1=1.000 | val loss=0.1719 | t=0.1s
[hybrid-train] ep  65/100 | train loss=0.0295 top1=1.000 | val loss=0.1680 | t=0.1s
[hybrid-train] ep  66/100 | train loss=0.0283 top1=1.000 | val loss=0.1551 | t=0.1s  *
[hybrid-train] ep  67/100 | train loss=0.0283 top1=1.000 | val loss=0.1563 | t=0.1s
[hybrid-train] ep  68/100 | train loss=0.0272 top1=1.000 | val loss=0.1628 | t=0.1s
[hybrid-train] ep  69/100 | train loss=0.0265 top1=1.000 | val loss=0.1525 | t=0.1s  *
[hybrid-train] ep  70/100 | train loss=0.0267 top1=1.000 | val loss=0.1521 | t=0.1s  *
[hybrid-train] ep  71/100 | train loss=0.0252 top1=1.000 | val loss=0.1642 | t=0.1s
[hybrid-train] ep  72/100 | train loss=0.0261 top1=1.000 | val loss=0.1540 | t=0.1s
[hybrid-train] ep  73/100 | train loss=0.0246 top1=1.000 | val loss=0.1502 | t=0.1s  *
[hybrid-train] ep  74/100 | train loss=0.0248 top1=1.000 | val loss=0.1504 | t=0.1s
[hybrid-train] ep  75/100 | train loss=0.0237 top1=1.000 | val loss=0.1502 | t=0.1s  *
[hybrid-train] ep  76/100 | train loss=0.0234 top1=1.000 | val loss=0.1447 | t=0.1s  *
[hybrid-train] ep  77/100 | train loss=0.0229 top1=1.000 | val loss=0.1423 | t=0.1s  *
[hybrid-train] ep  78/100 | train loss=0.0229 top1=1.000 | val loss=0.1425 | t=0.1s
[hybrid-train] ep  79/100 | train loss=0.0224 top1=1.000 | val loss=0.1470 | t=0.1s
[hybrid-train] ep  80/100 | train loss=0.0224 top1=1.000 | val loss=0.1523 | t=0.1s
[hybrid-train] ep  81/100 | train loss=0.0226 top1=1.000 | val loss=0.1498 | t=0.1s
[hybrid-train] ep  82/100 | train loss=0.0222 top1=1.000 | val loss=0.1463 | t=0.1s
[hybrid-train] ep  83/100 | train loss=0.0218 top1=1.000 | val loss=0.1431 | t=0.1s
[hybrid-train] ep  84/100 | train loss=0.0217 top1=1.000 | val loss=0.1410 | t=0.1s  *
[hybrid-train] ep  85/100 | train loss=0.0216 top1=1.000 | val loss=0.1422 | t=0.1s
[hybrid-train] ep  86/100 | train loss=0.0213 top1=1.000 | val loss=0.1437 | t=0.1s
[hybrid-train] ep  87/100 | train loss=0.0213 top1=1.000 | val loss=0.1437 | t=0.1s
[hybrid-train] ep  88/100 | train loss=0.0212 top1=1.000 | val loss=0.1421 | t=0.1s
[hybrid-train] ep  89/100 | train loss=0.0210 top1=1.000 | val loss=0.1409 | t=0.1s  *
[hybrid-train] ep  90/100 | train loss=0.0211 top1=1.000 | val loss=0.1401 | t=0.1s  *
[hybrid-train] ep  91/100 | train loss=0.0211 top1=1.000 | val loss=0.1399 | t=0.1s  *
[hybrid-train] ep  92/100 | train loss=0.0209 top1=1.000 | val loss=0.1399 | t=0.1s  *
[hybrid-train] ep  93/100 | train loss=0.0208 top1=1.000 | val loss=0.1400 | t=0.1s
[hybrid-train] ep  94/100 | train loss=0.0208 top1=1.000 | val loss=0.1404 | t=0.1s
[hybrid-train] ep  95/100 | train loss=0.0208 top1=1.000 | val loss=0.1409 | t=0.1s
[hybrid-train] ep  96/100 | train loss=0.0208 top1=1.000 | val loss=0.1408 | t=0.1s
[hybrid-train] ep  97/100 | train loss=0.0207 top1=1.000 | val loss=0.1408 | t=0.1s
[hybrid-train] ep  98/100 | train loss=0.0208 top1=1.000 | val loss=0.1408 | t=0.1s
[hybrid-train] ep  99/100 | train loss=0.0207 top1=1.000 | val loss=0.1408 | t=0.1s
[hybrid-train] ep 100/100 | train loss=0.0208 top1=1.000 | val loss=0.1407 | t=0.1s
[hybrid-train] DONE best_val_loss=0.1399 @ epoch 92
Loss: 0.02075636866403387
[hybrid-dagger] PASS DONE sr=0.62 corrected=15
[12:52:10] [bo-hybrid] $ /home/s226137394/.conda/envs/maze/bin/python -u -m Equivariant_pathway.equivariant_CNN_hybrid.rollout_test --checkpoint /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/checkpoints/best_hybrid_policy.pth --layouts /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/heldout_layouts.yaml --out_dir /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/results/eval_round_001 --seed 1
[hybrid-rollout] 200 unique; running 200 eps
[hybrid-rollout] loaded /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/checkpoints/best_hybrid_policy.pth
[hybrid-rollout] ep 0 (heldout_001): steps=4 success=True
[hybrid-rollout] ep 1 (heldout_002): steps=5 success=True
[hybrid-rollout] ep 2 (heldout_003): steps=60 success=False
[hybrid-rollout] ep 3 (heldout_004): steps=4 success=True
[hybrid-rollout] ep 4 (heldout_005): steps=6 success=True
[hybrid-rollout] ep 5 (heldout_006): steps=4 success=True
[hybrid-rollout] ep 6 (heldout_007): steps=2 success=False
[hybrid-rollout] ep 7 (heldout_008): steps=5 success=True
[hybrid-rollout] ep 8 (heldout_009): steps=4 success=True
[hybrid-rollout] ep 9 (heldout_010): steps=6 success=True
[hybrid-rollout] ep 10 (heldout_011): steps=5 success=True
[hybrid-rollout] ep 11 (heldout_012): steps=4 success=True
[hybrid-rollout] ep 12 (heldout_013): steps=1 success=False
[hybrid-rollout] ep 13 (heldout_014): steps=5 success=True
[hybrid-rollout] ep 14 (heldout_015): steps=6 success=True
[hybrid-rollout] ep 15 (heldout_016): steps=8 success=True
[hybrid-rollout] ep 16 (heldout_017): steps=60 success=False
[hybrid-rollout] ep 17 (heldout_018): steps=5 success=True
[hybrid-rollout] ep 18 (heldout_019): steps=4 success=True
[hybrid-rollout] ep 19 (heldout_020): steps=6 success=True
[hybrid-rollout] ep 20 (heldout_021): steps=8 success=True
[hybrid-rollout] ep 21 (heldout_022): steps=60 success=False
[hybrid-rollout] ep 22 (heldout_023): steps=6 success=True
[hybrid-rollout] ep 23 (heldout_024): steps=8 success=True
[hybrid-rollout] ep 24 (heldout_025): steps=2 success=False
[hybrid-rollout] ep 25 (heldout_026): steps=4 success=True
[hybrid-rollout] ep 26 (heldout_027): steps=4 success=True
[hybrid-rollout] ep 27 (heldout_028): steps=60 success=False
[hybrid-rollout] ep 28 (heldout_029): steps=4 success=True
[hybrid-rollout] ep 29 (heldout_030): steps=4 success=True
[hybrid-rollout] ep 30 (heldout_031): steps=4 success=True
[hybrid-rollout] ep 31 (heldout_032): steps=7 success=True
[hybrid-rollout] ep 32 (heldout_033): steps=5 success=True
[hybrid-rollout] ep 33 (heldout_034): steps=60 success=False
[hybrid-rollout] ep 34 (heldout_035): steps=5 success=True
[hybrid-rollout] ep 35 (heldout_036): steps=4 success=True
[hybrid-rollout] ep 36 (heldout_037): steps=8 success=True
[hybrid-rollout] ep 37 (heldout_038): steps=4 success=True
[hybrid-rollout] ep 38 (heldout_039): steps=4 success=True
[hybrid-rollout] ep 39 (heldout_040): steps=60 success=False
[hybrid-rollout] ep 40 (heldout_041): steps=5 success=True
[hybrid-rollout] ep 41 (heldout_042): steps=6 success=True
[hybrid-rollout] ep 42 (heldout_043): steps=5 success=True
[hybrid-rollout] ep 43 (heldout_044): steps=5 success=True
[hybrid-rollout] ep 44 (heldout_045): steps=5 success=True
[hybrid-rollout] ep 45 (heldout_046): steps=5 success=True
[hybrid-rollout] ep 46 (heldout_047): steps=4 success=True
[hybrid-rollout] ep 47 (heldout_048): steps=4 success=True
[hybrid-rollout] ep 48 (heldout_049): steps=5 success=True
[hybrid-rollout] ep 49 (heldout_050): steps=4 success=True
[hybrid-rollout] ep 50 (heldout_051): steps=7 success=True
[hybrid-rollout] ep 51 (heldout_052): steps=6 success=True
[hybrid-rollout] ep 52 (heldout_053): steps=5 success=True
[hybrid-rollout] ep 53 (heldout_054): steps=4 success=True
[hybrid-rollout] ep 54 (heldout_055): steps=5 success=True
[hybrid-rollout] ep 55 (heldout_056): steps=6 success=True
[hybrid-rollout] ep 56 (heldout_057): steps=4 success=True
[hybrid-rollout] ep 57 (heldout_058): steps=4 success=True
[hybrid-rollout] ep 58 (heldout_059): steps=4 success=True
[hybrid-rollout] ep 59 (heldout_060): steps=4 success=True
[hybrid-rollout] ep 60 (heldout_061): steps=60 success=False
[hybrid-rollout] ep 61 (heldout_062): steps=4 success=True
[hybrid-rollout] ep 62 (heldout_063): steps=4 success=True
[hybrid-rollout] ep 63 (heldout_064): steps=7 success=True
[hybrid-rollout] ep 64 (heldout_065): steps=6 success=True
[hybrid-rollout] ep 65 (heldout_066): steps=6 success=True
[hybrid-rollout] ep 66 (heldout_067): steps=60 success=False
[hybrid-rollout] ep 67 (heldout_068): steps=60 success=False
[hybrid-rollout] ep 68 (heldout_069): steps=4 success=True
[hybrid-rollout] ep 69 (heldout_070): steps=5 success=True
[hybrid-rollout] ep 70 (heldout_071): steps=5 success=True
[hybrid-rollout] ep 71 (heldout_072): steps=4 success=True
[hybrid-rollout] ep 72 (heldout_073): steps=7 success=True
[hybrid-rollout] ep 73 (heldout_074): steps=7 success=True
[hybrid-rollout] ep 74 (heldout_075): steps=5 success=True
[hybrid-rollout] ep 75 (heldout_076): steps=5 success=True
[hybrid-rollout] ep 76 (heldout_077): steps=60 success=False
[hybrid-rollout] ep 77 (heldout_078): steps=7 success=True
[hybrid-rollout] ep 78 (heldout_079): steps=7 success=True
[hybrid-rollout] ep 79 (heldout_080): steps=8 success=True
[hybrid-rollout] ep 80 (heldout_081): steps=5 success=True
[hybrid-rollout] ep 81 (heldout_082): steps=4 success=True
[hybrid-rollout] ep 82 (heldout_083): steps=7 success=True
[hybrid-rollout] ep 83 (heldout_084): steps=6 success=True
[hybrid-rollout] ep 84 (heldout_085): steps=5 success=True
[hybrid-rollout] ep 85 (heldout_086): steps=5 success=True
[hybrid-rollout] ep 86 (heldout_087): steps=1 success=False
[hybrid-rollout] ep 87 (heldout_088): steps=4 success=True
[hybrid-rollout] ep 88 (heldout_089): steps=4 success=True
[hybrid-rollout] ep 89 (heldout_090): steps=4 success=True
[hybrid-rollout] ep 90 (heldout_091): steps=6 success=True
[hybrid-rollout] ep 91 (heldout_092): steps=5 success=True
[hybrid-rollout] ep 92 (heldout_093): steps=4 success=True
[hybrid-rollout] ep 93 (heldout_094): steps=7 success=True
[hybrid-rollout] ep 94 (heldout_095): steps=4 success=True
[hybrid-rollout] ep 95 (heldout_096): steps=4 success=True
[hybrid-rollout] ep 96 (heldout_097): steps=4 success=True
[hybrid-rollout] ep 97 (heldout_098): steps=60 success=False
[hybrid-rollout] ep 98 (heldout_099): steps=4 success=True
[hybrid-rollout] ep 99 (heldout_100): steps=4 success=True
[hybrid-rollout] ep 100 (heldout_101): steps=6 success=True
[hybrid-rollout] ep 101 (heldout_102): steps=4 success=True
[hybrid-rollout] ep 102 (heldout_103): steps=5 success=True
[hybrid-rollout] ep 103 (heldout_104): steps=6 success=True
[hybrid-rollout] ep 104 (heldout_105): steps=5 success=True
[hybrid-rollout] ep 105 (heldout_106): steps=6 success=True
[hybrid-rollout] ep 106 (heldout_107): steps=6 success=True
[hybrid-rollout] ep 107 (heldout_108): steps=5 success=True
[hybrid-rollout] ep 108 (heldout_109): steps=60 success=False
[hybrid-rollout] ep 109 (heldout_110): steps=6 success=True
[hybrid-rollout] ep 110 (heldout_111): steps=60 success=False
[hybrid-rollout] ep 111 (heldout_112): steps=5 success=True
[hybrid-rollout] ep 112 (heldout_113): steps=5 success=False
[hybrid-rollout] ep 113 (heldout_114): steps=4 success=True
[hybrid-rollout] ep 114 (heldout_115): steps=6 success=True
[hybrid-rollout] ep 115 (heldout_116): steps=60 success=False
[hybrid-rollout] ep 116 (heldout_117): steps=6 success=True
[hybrid-rollout] ep 117 (heldout_118): steps=4 success=True
[hybrid-rollout] ep 118 (heldout_119): steps=6 success=True
[hybrid-rollout] ep 119 (heldout_120): steps=60 success=False
[hybrid-rollout] ep 120 (heldout_121): steps=7 success=True
[hybrid-rollout] ep 121 (heldout_122): steps=60 success=False
